Cust_type,Cabin_Type,Carrier_Type,Haul_type,Route_Type,Num_Tickets,Net_sales
1,1,1,0,1,7,"2,071"
1,1,1,0,1,-1,-218
1,1,1,0,1,0,0
1,1,1,0,1,-2,"-1,404"
1,1,1,0,1,-1,-497
1,1,1,0,1,1,-61
1,1,1,0,1,0,-263
1,1,1,0,1,1,220
1,1,1,0,1,0,46
1,1,1,0,1,0,"-5,072"
1,1,1,0,1,0,-4
1,1,1,0,1,0,-131
1,1,1,0,1,-1,-165
1,1,1,0,1,1,-4
1,1,1,0,1,-3,-728
1,1,1,0,1,9,"4,398"
1,1,1,0,1,-1,-476
1,1,1,0,1,0,5
1,1,1,0,1,2,430
1,1,1,0,1,0,210
1,1,1,0,1,-1,-540
1,1,1,0,1,0,-104
1,1,1,0,1,0,-200
1,1,1,0,1,6,"2,635"
1,1,1,0,1,4,598
1,1,1,0,1,-2,-616
1,1,1,0,1,7,"1,079"
1,1,1,0,1,1,286
1,1,1,0,1,1,123
1,1,1,0,1,-2,"-1,215"
1,1,1,0,1,-20,"-9,356"
1,1,1,0,1,-1,-415
1,1,1,0,1,-2,-542
1,1,1,0,1,-2,-543
1,1,1,0,1,5,802
1,1,1,0,1,-2,-656
1,1,1,0,1,2,351
1,1,1,0,1,2,"1,868"
1,1,1,0,1,1,215
1,1,1,0,1,1,387
1,1,1,0,1,-3,-368
1,1,1,0,1,-1,-357
1,1,1,0,1,0,85
1,1,1,0,1,5,819
1,1,1,0,1,3,"1,113"
1,1,1,0,1,1,517
1,1,1,0,1,10,"1,174"
1,1,1,0,1,-1,-324
1,1,1,0,1,1,189
1,1,1,0,1,2,802
1,1,1,0,1,1,469
1,1,1,0,1,3,"1,580"
1,1,1,0,1,0,-142
1,1,1,0,1,4,"1,291"
1,1,1,0,1,3,531
1,1,1,0,1,1,811
1,1,1,0,1,5,"1,173"
1,1,1,0,1,1,718
1,1,1,0,1,2,494
1,1,1,0,1,1,388
1,1,1,0,1,-9,"-1,904"
1,1,1,0,1,2,"2,055"
1,1,1,0,1,1,169
1,1,1,0,1,1,407
1,1,1,0,1,1,91
1,1,1,0,1,0,837
1,1,1,0,1,-1,"-4,426"
1,1,1,0,1,3,"2,339"
1,1,1,0,1,1,322
1,1,1,0,1,1,"1,223"
1,1,1,0,1,1,"1,529"
1,1,1,0,1,5,"1,136"
1,1,1,0,1,-4,"-1,148"
1,1,1,0,1,1,"1,997"
1,1,1,0,1,0,63
1,1,1,0,1,1,181
1,1,1,0,1,-1,-55
1,1,1,0,1,0,28
1,1,1,0,1,-3,"-1,119"
1,1,1,0,1,2,"2,281"
1,1,1,0,1,1,240
1,1,1,0,1,3,951
1,1,1,0,1,3,696
1,1,1,0,1,1,240
1,1,1,0,1,5,"1,670"
1,1,1,0,1,1,61
1,1,1,0,1,1,835
1,1,1,0,1,3,"3,000"
1,1,1,0,1,2,"1,050"
1,1,1,0,1,1,113
1,1,1,0,1,2,542
1,1,1,0,1,4,"1,342"
1,1,1,0,1,2,480
1,1,1,0,1,-4,"-1,432"
1,1,1,0,1,-3,-341
1,1,1,0,1,2,"1,360"
1,1,1,0,1,1,297
1,1,1,0,1,2,"2,696"
1,1,1,0,1,0,0
1,1,1,0,1,2,494
1,1,1,0,1,-3,-447
1,1,1,0,1,3,"1,126"
1,1,1,0,1,0,0
1,1,1,0,1,1,229
1,1,1,0,1,6,"1,285"
1,1,1,0,1,1,"1,978"
1,1,1,0,1,1,175
1,1,1,0,1,7,"3,265"
1,1,1,0,1,2,476
1,1,1,0,1,1,533
1,1,1,0,1,5,"4,078"
1,1,1,0,1,1,72
1,1,1,0,1,5,622
1,1,1,0,1,3,711
1,1,1,0,1,6,"6,641"
1,1,1,0,1,1,516
1,1,1,0,1,3,"1,184"
1,1,1,0,1,4,"1,055"
1,1,1,0,1,2,"1,467"
1,1,1,0,1,1,440
1,1,1,0,1,1,320
1,1,1,0,1,5,696
1,1,1,0,1,1,"1,892"
1,1,1,0,1,5,"2,024"
1,1,1,0,1,5,"9,552"
1,1,1,0,1,3,"1,168"
1,1,1,0,1,4,824
1,1,1,0,1,102,"28,862"
1,1,1,0,1,1,152
1,1,1,0,1,16,"8,924"
1,1,1,0,1,0,98
1,1,1,0,1,4,"2,083"
1,1,1,0,1,-1,-229
1,1,1,0,1,2,"1,215"
1,1,1,0,1,2,"2,560"
1,1,1,0,1,5,"2,051"
1,1,1,0,1,3,"7,012"
1,1,1,0,1,5,"2,715"
1,1,1,0,1,11,"4,556"
1,1,1,0,1,4,"1,672"
1,1,1,0,1,118,"32,630"
1,1,1,0,1,1,349
1,1,1,0,1,1,418
1,1,1,0,1,31,"15,693"
1,1,1,0,1,3,"1,728"
1,1,1,0,1,0,46
1,1,1,0,1,6,628
1,1,1,0,1,2,"2,148"
1,1,1,0,1,14,"4,116"
1,1,1,0,1,17,"19,881"
1,1,1,0,1,5,"2,215"
1,1,1,0,1,16,"4,261"
1,1,1,0,1,3,"1,042"
1,1,1,0,1,64,"19,485"
1,1,1,0,1,2,576
1,1,1,0,1,19,"8,521"
1,1,1,0,1,4,"1,678"
1,1,1,0,1,4,"1,430"
1,1,1,0,1,1,303
1,1,1,0,1,3,"1,122"
1,1,1,0,1,5,"17,014"
1,1,1,0,1,8,"2,417"
1,1,1,0,1,15,"4,327"
1,1,1,0,1,39,"14,484"
1,1,1,0,1,-1,-152
1,1,1,0,1,1,620
1,1,1,0,1,45,"23,928"
1,1,1,0,1,1,114
1,1,1,0,1,7,"2,974"
1,1,1,0,1,1,436
1,1,1,0,1,3,-31
1,1,1,0,1,1,"4,368"
1,1,1,0,1,4,"1,649"
1,1,1,0,1,9,"24,030"
1,1,1,0,1,2,422
1,1,1,0,1,7,"1,784"
1,1,1,0,1,1,348
1,1,1,0,1,2,534
1,1,1,0,1,21,"4,045"
1,1,1,0,1,1,148
1,1,1,0,1,6,"2,589"
1,1,1,0,1,2,505
1,1,1,0,1,54,"28,184"
1,1,1,0,1,0,36
1,1,1,0,1,3,"2,675"
1,1,1,0,1,1,283
1,1,1,0,1,1,548
1,1,1,0,1,8,"3,200"
1,1,1,0,1,5,"3,579"
1,1,1,0,1,0,79
1,1,1,0,1,3,"9,810"
1,1,1,0,1,0,-254
1,1,1,0,1,0,651
1,1,1,0,1,13,"3,749"
1,1,1,0,1,1,490
1,1,1,0,1,2,664
1,1,1,0,1,1,249
1,1,1,0,1,18,"10,287"
1,1,1,0,1,0,-149
1,1,1,0,1,4,"1,478"
1,1,1,0,1,2,531
1,1,1,0,1,1,144
1,1,1,0,1,1,"1,207"
1,1,1,0,1,15,"6,918"
1,1,1,0,1,1,"2,231"
1,1,1,0,1,12,"7,540"
1,1,1,0,1,5,"3,131"
1,1,1,0,1,15,"2,891"
1,1,1,0,1,0,0
1,1,1,0,1,0,0
1,1,1,0,1,1,702
1,1,1,0,1,0,-132
1,1,1,0,1,-5,655
1,1,1,0,1,0,68
1,1,1,0,1,-1,-463
1,1,1,0,1,-2,-939
1,1,1,0,1,2,172
1,1,1,0,1,-9,"-3,694"
1,1,1,0,1,-2,-640
1,1,1,0,1,2,"2,442"
1,1,1,0,1,5,"1,623"
1,1,1,0,1,7,"2,268"
1,1,1,0,1,0,23
1,1,1,0,1,43,"11,984"
1,1,1,0,1,1,670
1,1,1,0,1,2,546
1,1,1,0,1,31,"13,888"
1,1,1,0,1,4,727
1,1,1,0,1,6,"3,187"
1,1,1,0,1,4,"1,019"
1,1,1,0,1,6,"1,909"
1,1,1,0,1,4,"6,197"
1,1,1,0,1,3,935
1,1,1,0,1,11,"3,295"
1,1,1,0,1,1,408
1,1,1,0,1,97,"31,165"
1,1,1,0,1,2,"1,098"
1,1,1,0,1,-1,-567
1,1,1,0,1,30,"17,056"
1,1,1,0,1,-1,-192
1,1,1,0,1,5,"3,834"
1,1,1,0,1,1,55
1,1,1,0,1,-1,-47
1,1,1,0,1,1,524
1,1,1,0,1,2,"1,464"
1,1,1,0,1,18,"7,082"
1,1,1,0,1,1,787
1,1,1,0,1,2,"7,331"
1,1,1,0,1,6,"2,200"
1,1,1,0,1,13,"3,092"
1,1,1,0,1,1,277
1,1,1,0,1,1,641
1,1,1,0,1,84,"18,128"
1,1,1,0,1,5,"2,453"
1,1,1,0,1,2,810
1,1,1,0,1,57,"41,420"
1,1,1,0,1,3,548
1,1,1,0,1,7,"3,642"
1,1,1,0,1,3,"1,069"
1,1,1,0,1,8,"1,739"
1,1,1,0,1,43,"23,457"
1,1,1,0,1,16,"6,472"
1,1,1,0,1,2,"1,094"
1,1,1,0,1,29,"11,152"
1,1,1,0,1,1,238
1,1,1,0,1,6,"4,662"
1,1,1,0,1,2,"1,170"
1,1,1,0,1,102,"30,262"
1,1,1,0,1,8,"2,818"
1,1,1,0,1,5,"3,376"
1,1,1,0,1,59,"38,288"
1,1,1,0,1,2,795
1,1,1,0,1,10,"4,341"
1,1,1,0,1,2,657
1,1,1,0,1,7,935
1,1,1,0,1,2,715
1,1,1,0,1,20,"7,476"
1,1,1,0,1,7,"2,439"
1,1,1,0,1,48,"13,098"
1,1,1,0,1,1,231
1,1,1,0,1,3,"1,843"
0,1,1,0,1,15,"3,160"
0,1,1,0,1,8,"1,603"
0,1,1,0,1,16,"9,274"
0,1,1,0,1,4,"1,169"
0,1,1,0,1,5,"1,508"
0,1,1,0,1,8,"2,347"
0,1,1,0,1,0,74
0,1,1,0,1,1,607
0,1,1,0,1,79,"50,479"
0,1,1,0,1,5,"1,602"
0,1,1,0,1,8,"3,021"
0,1,1,0,1,1,353
0,1,1,0,1,33,"7,085"
0,1,1,0,1,17,"4,555"
0,1,1,0,1,2,633
0,1,1,0,1,9,"2,767"
0,1,1,0,1,28,"35,476"
0,1,1,0,1,29,"8,946"
0,1,1,0,1,20,"27,377"
0,1,1,0,1,0,313
0,1,1,0,1,10,"4,348"
0,1,1,0,1,21,"7,986"
0,1,1,0,1,9,"2,430"
0,1,1,0,1,13,"5,149"
0,1,1,0,1,1,725
0,1,1,0,1,6,"1,871"
0,1,1,0,1,1,129
0,1,1,0,1,3,843
0,1,1,0,1,3,948
0,1,1,0,1,7,"3,052"
0,1,1,0,1,6,"1,388"
0,1,1,0,1,3,"1,400"
0,1,1,0,1,45,"5,644"
0,1,1,0,1,18,"3,535"
0,1,1,0,1,2,699
0,1,1,0,1,56,"30,827"
0,1,1,0,1,2,652
0,1,1,0,1,6,"2,322"
0,1,1,0,1,7,"3,119"
0,1,1,0,1,44,"8,663"
0,1,1,0,1,7,"2,388"
0,1,1,0,1,-1,-507
0,1,1,0,1,2,"1,535"
0,1,1,0,1,1,"2,148"
0,1,1,0,1,44,"55,903"
0,1,1,0,1,31,"10,691"
0,1,1,0,1,35,"48,570"
0,1,1,0,1,15,"6,088"
0,1,1,0,1,3,"1,574"
0,1,1,0,1,1,543
0,1,1,0,1,19,"7,240"
0,1,1,0,1,7,"1,585"
0,1,1,0,1,8,"3,309"
0,1,1,0,1,2,791
0,1,1,0,1,7,"3,022"
0,1,1,0,1,4,921
0,1,1,0,1,4,"1,383"
0,1,1,0,1,20,"8,808"
0,1,1,0,1,12,"3,111"
0,1,1,0,1,1,522
0,1,1,0,1,217,"27,283"
0,1,1,0,1,26,"4,114"
0,1,1,0,1,2,435
0,1,1,0,1,84,"43,290"
0,1,1,0,1,2,615
0,1,1,0,1,14,"9,088"
0,1,1,0,1,3,"2,230"
0,1,1,0,1,89,"10,221"
0,1,1,0,1,21,"6,666"
0,1,1,0,1,-1,-325
0,1,1,0,1,2,525
0,1,1,0,1,18,"22,485"
0,1,1,0,1,120,"26,648"
0,1,1,0,1,66,"89,781"
0,1,1,0,1,55,"19,663"
0,1,1,0,1,2,"1,207"
0,1,1,0,1,10,"6,066"
0,1,1,0,1,21,"9,017"
0,1,1,0,1,2,416
0,1,1,0,1,10,"2,629"
0,1,1,0,1,1,604
0,1,1,0,1,2,505
0,1,1,0,1,13,"2,924"
0,1,1,0,1,0,178
0,1,1,0,1,3,"1,304"
0,1,1,0,1,3,"1,064"
0,1,1,0,1,4,"2,721"
0,1,1,0,1,11,"2,674"
0,1,1,0,1,3,"1,035"
0,1,1,0,1,124,"17,218"
0,1,1,0,1,47,"11,968"
0,1,1,0,1,3,803
0,1,1,0,1,67,"42,067"
0,1,1,0,1,4,"1,035"
0,1,1,0,1,18,"8,249"
0,1,1,0,1,2,532
0,1,1,0,1,2,752
0,1,1,0,1,88,"10,616"
0,1,1,0,1,25,"7,502"
0,1,1,0,1,2,880
0,1,1,0,1,0,98
0,1,1,0,1,28,"37,807"
0,1,1,0,1,100,"25,740"
0,1,1,0,1,43,"67,064"
0,1,1,0,1,0,123
0,1,1,0,1,71,"19,950"
0,1,1,0,1,4,"1,219"
0,1,1,0,1,2,"1,199"
0,1,1,0,1,51,"16,381"
0,1,1,0,1,8,845
0,1,1,0,1,4,562
0,1,1,0,1,5,"1,592"
0,1,1,0,1,19,"7,202"
0,1,1,0,1,4,727
0,1,1,0,1,3,502
0,1,1,0,1,2,"1,576"
0,1,1,0,1,12,"3,513"
0,1,1,0,1,3,"1,539"
0,1,1,0,1,1,251
0,1,1,0,1,12,"6,155"
0,1,1,0,1,3,685
0,1,1,0,1,1,222
0,1,1,0,1,54,"8,260"
0,1,1,0,1,1,163
0,1,1,0,1,1,-16
0,1,1,0,1,1,51
0,1,1,0,1,76,"45,209"
0,1,1,0,1,4,"1,124"
0,1,1,0,1,21,"7,133"
0,1,1,0,1,3,568
0,1,1,0,1,5,"2,286"
0,1,1,0,1,71,"9,184"
0,1,1,0,1,23,"7,287"
0,1,1,0,1,1,195
0,1,1,0,1,1,915
0,1,1,0,1,18,"22,756"
0,1,1,0,1,35,"12,643"
0,1,1,0,1,43,"60,506"
0,1,1,0,1,41,"12,977"
0,1,1,0,1,6,"4,933"
0,1,1,0,1,7,"3,041"
0,1,1,0,1,46,"19,551"
0,1,1,0,1,5,"1,256"
0,1,1,0,1,14,"8,765"
0,1,1,0,1,13,"2,453"
